,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
637,CIA,"Citizens, Inc.",Financial,Life Insurance,USA,334560000,-,6.86,-0.58%,"39,951"
638,CIB,Bancolombia S.A.,Financial,Foreign Regional Banks,Colombia,12640000000,15.54,54.92,-0.71%,"378,729"
639,CIC,Capitol Investment Corp. IV,Conglomerates,Conglomerates,USA,18970000,641.88,10.27,-0.10%,"139,271"
640,CIEN,Ciena Corporation,Technology,Communication Equipment,USA,5860000000,27.70,37.37,0.35%,"2,080,487"
641,CIF,MFS Intermediate High Income Fund,Financial,Closed-End Fund - Debt,USA,51030000,-,2.59,0.00%,"73,581"
642,CIG,Companhia Energetica de Minas Gerais,Utilities,Electric Utilities,Brazil,5510000000,14.42,3.62,-2.43%,"5,593,149"
643,CIG-C,Companhia Energetica de Minas Gerais,Utilities,Diversified Utilities,Brazil,6070000000,19.53,4.16,-1.65%,196
644,CII,"BlackRock Enhanced Capital and Income Fund, Inc.",Financial,Closed-End Fund - Equity,USA,710350000,-,16.10,-0.19%,"78,285"
645,CIK,"Credit Suisse Asset Management Income Fund, Inc.",Financial,Asset Management,USA,162670000,-,3.11,-0.32%,"79,235"
646,CIM,Chimera Investment Corporation,Financial,REIT - Diversified,USA,3530000000,9.63,18.86,-0.79%,"961,468"
647,CINR,Ciner Resources LP,Basic Materials,Industrial Metals & Minerals,USA,502600000,9.99,24.82,0.49%,"5,282"
648,CIO,"City Office REIT, Inc.",Financial,REIT - Office,Canada,464210000,13.64,11.80,0.51%,"442,658"
650,CIR,"CIRCOR International, Inc.",Industrial Goods,Industrial Equipment & Components,USA,705040000,-,35.52,-2.42%,"114,503"
651,CISN,Cision Ltd.,Technology,Application Software,USA,2000000000,-,13.71,-0.36%,"353,653"
652,CIT,CIT Group Inc.,Financial,Credit Services,USA,4940000000,13.22,48.93,-1.43%,"493,468"
653,CIX,CompX International Inc.,Services,Security & Protection Services,USA,187850000,12.25,15.04,-0.55%,"3,160"
654,CJ,"C&J Energy Services, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,1000000000,-,15.17,-4.47%,"713,862"
656,CKH,Seacor Holdings Inc.,Basic Materials,Oil & Gas Equipment & Services,USA,774790000,15.31,42.83,-0.42%,"74,225"
657,CKX,"CKX Lands, Inc.",Financial,Property Management,USA,19320000,17.81,10.22,-0.29%,524
658,CL,Colgate-Palmolive Company,Consumer Goods,Personal Products,USA,59030000000,23.97,68.11,0.13%,"2,102,092"
659,CLB,Core Laboratories N.V.,Basic Materials,Oil & Gas Equipment & Services,Netherlands,3090000000,39.01,69.79,-1.98%,"367,586"
660,CLDR,"Cloudera, Inc.",Technology,Application Software,USA,3090000000,-,11.57,-0.77%,"5,343,901"
661,CLDT,Chatham Lodging Trust,Financial,REIT - Hotel/Motel,USA,900290000,29.89,19.58,-1.36%,"207,424"
662,CLF,Cleveland-Cliffs Inc.,Basic Materials,Industrial Metals & Minerals,USA,2960000000,3.01,10.25,-4.12%,"7,323,066"
663,CLGX,"CoreLogic, Inc.",Technology,Processing Systems & Products,USA,3060000000,25.82,38.40,-0.57%,"284,820"
664,CLH,"Clean Harbors, Inc.",Industrial Goods,Waste Management,USA,3970000000,61.66,71.52,-0.98%,"217,136"
665,CLI,Mack-Cali Realty Corporation,Financial,REIT - Office,USA,1980000000,27.45,22.04,-1.61%,"212,983"
667,CLM,"Cornerstone Strategic Value Fund, Inc.",Financial,Asset Management,USA,905060000,-,12.43,-0.16%,"516,949"
668,CLNC,"Colony Credit Real Estate, Inc.",Financial,REIT - Office,USA,2000000000,-,15.78,-1.93%,"261,165"
669,CLNY,"Colony Capital, Inc.",Financial,REIT - Diversified,USA,2550000000,-,5.22,-2.97%,"1,511,571"
670,CLPR,Clipper Realty Inc.,Financial,REIT - Diversified,USA,235850000,-,13.31,0.00%,"8,709"
671,CLR,"Continental Resources, Inc.",Basic Materials,Independent Oil & Gas,USA,16770000000,17.65,46.57,-0.91%,"2,109,357"
672,CLS,Celestica Inc.,Technology,Printed Circuit Boards,Canada,1170000000,12.14,8.62,-0.69%,"189,509"
674,CLW,Clearwater Paper Corporation,Consumer Goods,Paper & Paper Products,USA,329230000,-,19.75,-2.57%,"99,538"
675,CLX,The Clorox Company,Consumer Goods,Housewares & Accessories,USA,19770000000,25.32,152.94,-0.29%,"783,183"
676,CM,Canadian Imperial Bank of Commerce,Financial,Money Center Banks,Canada,36340000000,9.68,81.84,-0.40%,"400,440"
677,CMA,Comerica Incorporated,Financial,Money Center Banks,USA,12150000000,10.81,77.14,-1.39%,"1,347,299"
679,CMC,Commercial Metals Company,Basic Materials,Steel & Iron,USA,2060000000,15.27,17.61,-2.81%,"1,254,185"
680,CMCM,Cheetah Mobile Inc.,Technology,Application Software,China,901000000,5.20,6.52,-0.91%,"593,343"
681,CMD,Cantel Medical Corp.,Healthcare,Medical Instruments & Supplies,USA,2790000000,38.43,68.37,0.40%,"322,434"
684,CMG,"Chipotle Mexican Grill, Inc.",Services,Restaurants,USA,19560000000,116.81,710.67,-0.56%,"507,628"
685,CMI,Cummins Inc.,Industrial Goods,Diversified Machinery,USA,25490000000,12.42,161.71,-0.91%,"911,339"
686,CMO,Capstead Mortgage Corporation,Financial,REIT - Residential,USA,741740000,26.23,8.71,-0.34%,"563,300"
688,CMP,"Compass Minerals International, Inc.",Basic Materials,Industrial Metals & Minerals,USA,1930000000,25.73,57.10,-1.21%,"373,884"
689,CMRE,Costamare Inc.,Services,Shipping,Greece,588830000,16.46,5.48,-0.54%,"173,416"
690,CMS,CMS Energy Corporation,Utilities,Electric Utilities,USA,15430000000,24.63,54.62,0.52%,"1,866,293"
692,CMT,"Core Molding Technologies, Inc.",Consumer Goods,Rubber & Plastics,USA,64240000,-,7.74,-0.39%,"13,169"
693,CMU,MFS High Yield Municipal Trust,Financial,Closed-End Fund - Debt,USA,132820000,38.76,4.69,1.08%,"98,281"
695,CNA,CNA Financial Corporation,Financial,Property & Casualty Insurance,USA,11730000000,14.51,43.29,-0.71%,"168,481"
696,CNC,Centene Corporation,Healthcare,Health Care Plans,USA,23800000000,24.86,57.88,2.19%,"10,971,679"
697,CNDT,Conduent Incorporated,Services,Business Services,USA,2890000000,-,13.99,-0.64%,"748,845"
698,CNF,CNFinance Holdings Limited,Financial,Credit Services,China,399220000,3.36,6.36,-2.15%,"8,382"
699,CNHI,CNH Industrial N.V.,Industrial Goods,Farm & Construction Machinery,United Kingdom,14500000000,13.84,10.78,-1.82%,"3,713,762"
700,CNI,Canadian National Railway Company,Services,Railroads,Canada,65790000000,20.55,90.31,-0.82%,"889,814"
701,CNK,"Cinemark Holdings, Inc.",Services,"Movie Production, Theaters",USA,4740000000,20.37,40.60,-0.27%,"1,059,156"
702,CNNE,"Cannae Holdings, Inc.",Financial,Asset Management,USA,1780000000,76.13,24.97,0.28%,"134,494"
703,CNO,"CNO Financial Group, Inc.",Financial,Accident & Health Insurance,USA,2620000000,-,16.33,-2.10%,"603,933"
704,CNP,"CenterPoint Energy, Inc.",Utilities,Gas Utilities,USA,15190000000,41.20,30.32,-0.46%,"4,005,615"
705,CNQ,Canadian Natural Resources Limited,Basic Materials,Independent Oil & Gas,Canada,35350000000,18.69,29.34,0.34%,"3,452,228"
706,CNS,"Cohen & Steers, Inc.",Financial,Asset Management,USA,2000000000,18.31,43.97,-0.95%,"138,894"
707,CNX,CNX Resources Corporation,Basic Materials,Independent Oil & Gas,USA,2140000000,2.93,10.64,-1.12%,"2,046,619"
708,CNXM,CNX Midstream Partners LP,Basic Materials,Oil & Gas Pipelines,USA,954050000,7.98,15.11,-0.79%,"155,905"
711,CO,Global Cord Blood Corporation,Healthcare,Biotechnology,Hong Kong,898460000,26.44,7.35,-1.47%,"22,050"
712,CODI,Compass Diversified Holdings LLC,Conglomerates,Conglomerates,USA,968580000,-,16.17,-1.10%,"85,716"
713,COE,China Online Education Group,Services,Education & Training Services,China,112810000,-,5.80,-1.69%,"5,248"
714,COF,Capital One Financial Corporation,Financial,Credit Services,USA,39890000000,7.19,85.10,-1.09%,"1,212,079"
715,COG,Cabot Oil & Gas Corporation,Basic Materials,Independent Oil & Gas,USA,11340000000,22.03,27.14,1.19%,"9,108,554"
716,COHN,Cohen & Company Inc.,Financial,Mortgage Investment,USA,8510000,-,6.75,6.32%,"3,189"
717,COLD,Americold Realty Trust,Financial,REIT - Industrial,USA,4480000000,89.35,30.38,-0.30%,"774,930"
721,COO,"The Cooper Companies, Inc.",Healthcare,Medical Instruments & Supplies,USA,14350000000,40.12,289.46,-0.20%,"398,478"
722,COP,ConocoPhillips,Basic Materials,Independent Oil & Gas,USA,75620000000,12.34,65.70,-1.28%,"4,707,319"
724,COR,CoreSite Realty Corporation,Financial,REIT - Office,USA,3980000000,49.33,109.51,0.33%,"235,698"
727,CORR,"CorEnergy Infrastructure Trust, Inc.",Financial,Asset Management,USA,483390000,24.64,37.53,-1.03%,"36,513"
729,COT,Cott Corporation,Consumer Goods,Beverages - Soft Drinks,Canada,2000000000,64.93,14.87,0.00%,"558,421"
730,COTY,Coty Inc.,Consumer Goods,Personal Products,USA,8450000000,-,11.21,-0.71%,"7,676,175"
732,CP,Canadian Pacific Railway Limited,Services,Railroads,Canada,29950000000,16.86,210.05,-0.23%,"374,292"
733,CPA,"Copa Holdings, S.A.",Services,Regional Airlines,Panama,3400000000,39.36,81.75,-2.94%,"371,709"
734,CPAC,Cementos Pacasmayo S.A.A.,Industrial Goods,Cement,Peru,907300000,36.76,10.00,1.73%,677
735,CPB,Campbell Soup Company,Consumer Goods,Processed & Packaged Goods,USA,11640000000,-,39.49,2.49%,"5,173,257"
736,CPE,Callon Petroleum Company,Basic Materials,Independent Oil & Gas,USA,1780000000,5.88,7.82,0.39%,"9,723,712"
738,CPF,Central Pacific Financial Corp.,Financial,Regional - Pacific Banks,USA,842650000,14.99,29.33,-0.64%,"89,325"
739,CPG,Crescent Point Energy Corp.,Basic Materials,Independent Oil & Gas,Canada,2070000000,-,3.76,0.80%,"3,762,722"
740,CPHI,"China Pharma Holdings, Inc.",Healthcare,Drug Manufacturers - Major,China,20480000,-,0.38,-2.59%,"441,651"
742,CPK,Chesapeake Utilities Corporation,Utilities,Gas Utilities,USA,1460000000,26.40,91.01,0.10%,"56,249"
743,CPL,CPFL Energia S.A.,Utilities,Foreign Utilities,Brazil,7630000000,14.28,14.97,-0.13%,"7,406"
744,CPLG,CorePoint Lodging Inc.,Financial,REIT - Hotel/Motel,USA,718490000,-,12.24,-2.08%,"489,664"
745,CPRI,Capri Holdings Limited,Consumer Goods,Textile - Apparel Clothing,United Kingdom,7500000000,12.78,48.55,-0.63%,"2,031,774"
746,CPS,Cooper-Standard Holdings Inc.,Consumer Goods,Auto Parts,USA,940730000,9.86,53.91,-1.73%,"130,807"
747,CPT,Camden Property Trust,Financial,REIT - Residential,USA,10080000000,62.57,101.49,-0.22%,"444,710"
748,CQP,"Cheniere Energy Partners, L.P.",Basic Materials,Oil & Gas Pipelines,USA,20540000000,16.91,42.42,1.02%,"170,418"
750,CR,Crane Co.,Industrial Goods,Diversified Machinery,USA,5100000000,15.82,85.85,-2.01%,"134,227"
753,CRC,California Resources Corporation,Basic Materials,Independent Oil & Gas,USA,1290000000,4.32,28.38,-3.40%,"1,400,321"
754,CRCM,"Care.com, Inc.",Technology,Internet Information Providers,USA,517020000,12.97,16.32,-1.09%,"486,093"
755,CRD-A,Crawford & Company,Financial,Insurance Brokers,USA,284760000,20.02,9.31,0.87%,"44,983"
756,CRD-B,Crawford & Company,Financial,Insurance Brokers,USA,506230000,17.23,9.10,0.44%,"5,879"
757,CRF,"Cornerstone Total Return Fund, Inc.",Financial,Asset Management,USA,465770000,-,12.10,-0.62%,"358,892"
758,CRH,CRH plc,Industrial Goods,Cement,Ireland,26660000000,16.75,32.31,-0.86%,"339,534"
759,CRHM,CRH Medical Corporation,Healthcare,Medical Instruments & Supplies,Canada,198060000,43.49,2.74,1.48%,"47,058"
760,CRI,"Carter's, Inc.",Consumer Goods,Textile - Apparel Clothing,USA,4630000000,16.88,101.93,-0.38%,"483,420"
761,CRK,"Comstock Resources, Inc.",Basic Materials,Independent Oil & Gas,USA,735990000,-,7.07,-1.39%,"141,615"
762,CRL,"Charles River Laboratories International, Inc.",Healthcare,Medical Laboratories & Research,USA,6950000000,32.17,144.11,-0.48%,"244,143"
763,CRM,"salesforce.com, inc.",Technology,Application Software,USA,120990000000,105.14,156.97,-0.95%,"5,642,884"
764,CRMD,"CorMedix, Inc.",Healthcare,Biotechnology,USA,220620000,-,9.38,-4.29%,"537,556"
767,CRR,CARBO Ceramics Inc.,Basic Materials,Oil & Gas Equipment & Services,USA,96980000,-,3.52,-1.95%,"419,423"
768,CRS,Carpenter Technology Corporation,Industrial Goods,Metal Fabrication,USA,2360000000,17.43,49.54,-0.86%,"371,955"
769,CRT,Cross Timbers Royalty Trust,Basic Materials,Oil & Gas Drilling & Exploration,USA,71040000,8.30,11.84,0.42%,"12,384"
770,CRY,"CryoLife, Inc.",Healthcare,Medical Appliances & Equipment,USA,1110000000,-,29.90,2.01%,"505,748"
771,CS,Credit Suisse Group AG,Financial,Foreign Money Center Banks,Switzerland,31530000000,15.88,12.21,-0.25%,"1,947,562"
773,CSL,Carlisle Companies Incorporated,Consumer Goods,Rubber & Plastics,USA,7040000000,21.29,124.29,-0.96%,"319,058"
774,CSLT,"Castlight Health, Inc.",Technology,Application Software,USA,532440000,-,3.72,-1.06%,"106,511"
775,CSS,"CSS Industries, Inc.",Services,"Specialty Retail, Other",USA,53940000,-,6.15,-4.21%,"12,842"
776,CSTM,Constellium N.V.,Basic Materials,Aluminum,Netherlands,1170000000,5.81,8.61,-4.23%,"1,835,997"
777,CSU,Capital Senior Living Corporation,Healthcare,Long-Term Care Facilities,USA,122460000,-,3.92,-1.01%,"200,842"
778,CSV,"Carriage Services, Inc.",Services,Personal Services,USA,344750000,30.80,18.88,-2.98%,"53,819"
779,CTB,Cooper Tire & Rubber Company,Consumer Goods,Rubber & Plastics,USA,1570000000,20.31,31.42,-1.41%,"255,169"
782,CTEK,"Cynergistek, Inc.",Industrial Goods,Diversified Machinery,China,47910000,26.24,4.96,-0.20%,"14,453"
783,CTK,CooTek (Cayman) Inc.,Technology,Application Software,China,680250000,-,10.76,-0.65%,"202,827"
784,CTL,"CenturyLink, Inc.",Technology,Telecom Services - Domestic,USA,13210000000,-,12.39,-1.12%,"7,873,249"
785,CTLT,"Catalent, Inc.",Healthcare,Drugs - Generic,USA,5740000000,41.20,39.55,-1.42%,"335,333"
786,CTO,Consolidated-Tomoka Land Co.,Financial,Real Estate Development,USA,327550000,8.51,59.99,-2.74%,"47,595"
788,CTS,CTS Corporation,Technology,Diversified Electronics,USA,978390000,22.02,30.30,-1.40%,"110,555"
789,CTST,CannTrust Holdings Inc.,Healthcare,Drugs - Generic,Canada,779800000,-,7.40,-4.64%,"1,487,707"
790,CTT,"CatchMark Timber Trust, Inc.",Industrial Goods,"Lumber, Wood Production",USA,474390000,-,9.84,-1.70%,"215,025"
793,CUB,Cubic Corporation,Technology,Scientific & Technical Instruments,USA,1730000000,150.03,55.81,0.00%,"116,563"
794,CUBE,CubeSmart,Financial,REIT - Industrial,USA,5930000000,36.05,31.80,-0.06%,"836,835"
795,CUBI,"Customers Bancorp, Inc.",Financial,Regional - Northeast Banks,USA,594210000,10.83,19.23,-1.79%,"209,043"
796,CUK,Carnival plc,Services,General Entertainment,United Kingdom,35780000000,11.65,51.11,-1.10%,"498,310"
797,CULP,"Culp, Inc.",Industrial Goods,Textile Industrial,USA,233590000,22.15,19.58,-0.96%,"20,708"
799,CUO,Continental Materials Corporation,Industrial Goods,Diversified Machinery,USA,31430000,-,18.60,0.00%,"2,058"
801,CURO,CURO Group Holdings Corp.,Financial,Credit Services,USA,488080000,-,10.72,-4.80%,"86,226"
803,CUZ,Cousins Properties Incorporated,Financial,REIT - Diversified,USA,4010000000,51.24,9.53,-1.45%,"5,865,689"
804,CVA,Covanta Holding Corporation,Industrial Goods,Waste Management,USA,2250000000,15.03,17.31,-1.65%,"361,750"
805,CVE,Cenovus Energy Inc.,Basic Materials,Oil & Gas Drilling & Exploration,Canada,11270000000,-,9.57,-0.73%,"5,280,908"
806,CVEO,Civeo Corporation,Services,Business Services,USA,362090000,-,2.40,0.00%,"418,142"
807,CVI,"CVR Energy, Inc.",Basic Materials,Oil & Gas Refining & Marketing,USA,4200000000,13.45,41.77,-3.27%,"575,089"
808,CVIA,Covia Holdings Corporation,Basic Materials,Industrial Metals & Minerals,USA,761180000,-,6.11,-2.08%,"92,343"
809,CVM,CEL-SCI Corporation,Healthcare,Biotechnology,USA,153800000,-,6.27,1.95%,"5,073,132"
810,CVNA,Carvana Co.,Services,Auto Dealerships,USA,8660000000,-,60.09,2.19%,"809,980"
811,CVR,Chicago Rivet & Machine Co.,Industrial Goods,Machine Tools & Accessories,USA,28020000,13.66,28.30,-0.68%,30
812,CVRS,"Corindus Vascular Robotics, Inc.",Healthcare,Medical Appliances & Equipment,USA,396130000,-,2.11,-1.86%,"1,050,424"
813,CVS,CVS Health Corporation,Healthcare,Health Care Plans,USA,68830000000,-,53.72,-0.79%,"9,275,784"
814,CVU,"CPI Aerostructures, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,76000000,11.77,6.58,0.46%,"8,075"
815,CVX,Chevron Corporation,Basic Materials,Major Integrated Oil & Gas,USA,235480000000,16.24,125.54,-0.90%,"4,143,392"
817,CW,Curtiss-Wright Corporation,Industrial Goods,Diversified Machinery,USA,4720000000,17.18,110.67,-2.24%,"270,251"
820,CWEN,"Clearway Energy, Inc.",Utilities,Electric Utilities,USA,1100000000,32.47,15.00,-0.46%,"443,647"
821,CWEN-A,"Clearway Energy, Inc.",Utilities,Electric Utilities,USA,2870000000,35.95,14.45,-0.76%,"269,255"
822,CWH,"Camping World Holdings, Inc.",Financial,REIT - Office,USA,1260000000,57.63,14.35,-3.17%,"532,248"
824,CWK,Cushman & Wakefield plc,Financial,Property Management,USA,3960000000,-,18.23,-1.19%,"654,756"
826,CWT,California Water Service Group,Utilities,Water Utilities,USA,2430000000,11.38,50.80,-0.26%,"213,552"
827,CX,"CEMEX, S.A.B. de C.V.",Industrial Goods,Cement,Mexico,7410000000,14.04,4.97,-2.55%,"5,456,518"
828,CXE,MFS High Income Municipal Trust,Financial,Closed-End Fund - Debt,USA,163550000,36.55,5.19,0.68%,"56,234"
829,CXH,MFS Investment Grade Municipal Trust,Financial,Closed-End Fund - Debt,USA,86270000,83.07,9.47,0.42%,"7,787"
830,CXO,Concho Resources Inc.,Basic Materials,Oil & Gas Drilling & Exploration,USA,21560000000,9.04,108.09,-3.49%,"1,651,755"
831,CXP,"Columbia Property Trust, Inc.",Financial,REIT - Office,USA,2640000000,290.64,22.67,-0.40%,"564,181"
832,CXW,"CoreCivic, Inc.",Financial,REIT - Diversified,USA,2360000000,14.87,19.95,-1.77%,"652,746"
834,CYD,China Yuchai International Limited,Industrial Goods,Diversified Machinery,Singapore,667260000,6.52,16.50,-4.07%,"29,921"
835,CYH,"Community Health Systems, Inc.",Healthcare,Hospitals,USA,423090000,-,3.68,-0.27%,"1,379,595"
837,CZZ,Cosan Limited,Utilities,Diversified Utilities,Brazil,3030000000,18.08,12.53,-0.87%,"579,537"
838,D,"Dominion Energy, Inc.",Utilities,Electric Utilities,USA,60620000000,20.08,76.39,-0.37%,"3,272,281"
839,DAC,Danaos Corporation,Services,Shipping,Greece,214910000,10.42,0.99,1.02%,"109,750"
841,DAL,"Delta Air Lines, Inc.",Services,Major Airlines,USA,38670000000,10.04,56.95,-1.32%,"9,581,566"
842,DAN,Dana Incorporated,Consumer Goods,Auto Parts,USA,2830000000,6.75,19.66,-1.06%,"1,926,609"
843,DAR,Darling Ingredients Inc.,Industrial Goods,Waste Management,USA,3520000000,36.99,21.53,-1.51%,"631,061"
844,DATA,"Tableau Software, Inc.",Technology,Application Software,USA,10580000000,-,123.24,-0.28%,"473,183"
846,DAVA,Endava plc,Technology,Business Software & Services,United Kingdom,1490000000,62.22,27.50,0.64%,"3,944"
847,DB,Deutsche Bank Aktiengesellschaft,Financial,Foreign Regional Banks,Germany,17370000000,-,8.24,-0.96%,"3,607,399"
852,DBD,"Diebold Nixdorf, Incorporated",Technology,Diversified Computer Systems,USA,934530000,-,11.92,-0.75%,"1,460,923"
867,DCI,"Donaldson Company, Inc.",Industrial Goods,Diversified Machinery,USA,6590000000,21.57,51.37,-2.75%,"283,300"
868,DCO,Ducommun Incorporated,Industrial Goods,Aerospace/Defense Products & Services,USA,489800000,55.34,42.89,-1.76%,"57,769"
869,DCP,"DCP Midstream, LP",Basic Materials,Oil & Gas Pipelines,USA,4640000000,54.32,32.97,-1.23%,"338,103"
870,DCUD,"Dominion Energy, Inc. UT SER A 081519",Utilities,Diversified Utilities,USA,31440000000,11.16,49.91,-0.20%,"71,077"
871,DDD,3D Systems Corporation,Technology,Computer Peripherals,USA,1270000000,-,10.91,-1.09%,"907,765"
872,DDF,"Delaware Investments Dividend and Income Fund, Inc.",Financial,Closed-End Fund - Equity,USA,99330000,44.25,12.92,0.47%,"11,776"
875,DDS,"Dillard's, Inc.",Services,Department Stores,USA,1980000000,12.16,75.21,-0.61%,"273,339"
876,DE,Deere & Company,Industrial Goods,Farm & Construction Machinery,USA,50590000000,16.59,158.83,-3.74%,"2,450,959"
877,DEA,"Easterly Government Properties, Inc.",Financial,REIT - Office,USA,1090000000,208.60,17.94,-0.77%,"218,660"
878,DECK,Deckers Outdoor Corporation,Consumer Goods,Textile - Apparel Footwear & Accessories,USA,4250000000,16.69,145.85,0.57%,"454,992"
881,DEI,"Douglas Emmett, Inc.",Financial,REIT - Diversified,USA,6960000000,60.47,41.12,-0.92%,"1,114,349"
882,DELL,Dell Technologies Inc.,Technology,Personal Computers,USA,43030000000,-,61.73,-1.22%,"1,282,694"
885,DEO,Diageo plc,Consumer Goods,Beverages - Wineries & Distillers,United Kingdom,98150000000,26.01,163.00,-0.10%,"207,493"
888,DESP,"Despegar.com, Corp.",Services,Lodging,Argentina,975410000,51.63,14.25,-1.52%,"115,530"
893,DF,Dean Foods Company,Consumer Goods,Dairy Products,USA,216350000,-,2.23,-7.85%,"3,704,974"
896,DFIN,"Donnelley Financial Solutions, Inc.",Services,Business Services,USA,522350000,7.19,15.50,-1.15%,"85,731"
898,DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,Financial,Closed-End Fund - Debt,USA,1370000000,-,24.31,-0.08%,"34,163"
899,DFS,Discover Financial Services,Financial,Credit Services,USA,24620000000,9.51,74.17,-0.86%,"1,079,600"
900,DG,Dollar General Corporation,Services,"Discount, Variety Stores",USA,31740000000,20.47,121.42,-0.72%,"1,204,045"
907,DGSE,"DGSE Companies, Inc.",Services,Jewelry Stores,USA,11110000,2.12,0.42,0.00%,"11,391"
909,DGX,Quest Diagnostics Incorporated,Healthcare,Medical Laboratories & Research,USA,12110000000,17.39,89.95,-0.59%,"607,375"
911,DHF,Dreyfus High Yield Strategies Fund,Financial,Closed-End Fund - Debt,USA,223940000,29.06,3.08,-1.28%,"463,790"
912,DHI,"D.R. Horton, Inc.",Industrial Goods,Residential Construction,USA,15930000000,10.66,43.40,-0.69%,"3,837,324"
913,DHR,Danaher Corporation,Industrial Goods,Diversified Machinery,USA,93550000000,35.38,131.83,-0.09%,"2,063,425"
915,DHT,"DHT Holdings, Inc.",Services,Shipping,Bermuda,689490000,-,4.96,1.43%,"756,651"
917,DHX,"DHI Group, Inc.",Services,Staffing & Outsourcing Services,USA,160920000,19.61,3.00,5.26%,"229,027"
918,DHY,"Credit Suisse High Yield Bond Fund, Inc.",Financial,Asset Management,USA,257660000,103.75,2.49,-1.58%,"351,071"
921,DIAX,Nuveen Dow 30 Dynamic Overwrite Fund,Financial,Closed-End Fund - Equity,USA,643180000,-,17.81,-1.17%,"58,251"
924,DIN,"Dine Brands Global, Inc.",Services,Restaurants,USA,1600000000,20.83,91.05,-2.62%,"546,185"
925,DIS,The Walt Disney Company,Services,Entertainment - Diversified,USA,209610000000,16.15,116.86,1.65%,"17,340,288"
926,DIT,AMCON Distributing Company,Services,Food Wholesale,USA,56110000,21.66,90.50,0.00%,6
936,DK,"Delek US Holdings, Inc.",Basic Materials,Oil & Gas Refining & Marketing,USA,2930000000,9.07,36.05,-3.56%,"1,130,601"
937,DKL,"Delek Logistics Partners, LP",Basic Materials,Independent Oil & Gas,USA,782430000,12.05,31.91,-1.75%,"25,735"
938,DKS,"Dick's Sporting Goods, Inc.",Services,Sporting Goods Stores,USA,3860000000,12.49,40.57,-0.17%,"1,894,046"
939,DL,China Distance Education Holdings Limited,Services,Education & Training Services,China,223450000,16.59,6.67,-0.74%,"201,905"
940,DLA,"Delta Apparel, Inc.",Consumer Goods,Textile - Apparel Clothing,USA,159940000,17.75,23.59,-1.26%,"9,133"
941,DLB,"Dolby Laboratories, Inc.",Technology,Diversified Electronics,USA,6470000000,23.14,63.71,-1.33%,"745,744"
944,DLNG,Dynagas LNG Partners LP,Services,Shipping,Monaco,121010000,23.63,2.41,0.84%,"15,743"
945,DLPH,Delphi Technologies PLC,Consumer Goods,Auto Parts,United Kingdom,2030000000,5.66,22.94,-1.88%,"549,352"
946,DLR,"Digital Realty Trust, Inc.",Financial,REIT - Office,USA,24990000000,99.69,120.53,-0.72%,"1,076,322"
948,DLX,Deluxe Corporation,Services,Business Services,USA,2070000000,14.23,45.57,-1.24%,"342,546"
950,DMF,"Dreyfus Municipal Income, Inc.",Financial,Asset Management,USA,174890000,-,8.43,0.48%,"78,052"
956,DNI,Dividend and Income Fund,Financial,Closed-End Fund - Equity,USA,143940000,-,11.66,-0.60%,"30,557"
958,DNN,Denison Mines Corp.,Basic Materials,Industrial Metals & Minerals,Canada,337990000,-,0.57,4.40%,"759,088"
959,DNOW,NOW Inc.,Basic Materials,Oil & Gas Equipment & Services,USA,1560000000,29.92,14.57,-2.41%,"415,900"
960,DNP,DNP Select Income Fund Inc.,Financial,Closed-End Fund - Equity,USA,3410000000,-,11.59,1.13%,"234,824"
961,DNR,Denbury Resources Inc.,Basic Materials,Independent Oil & Gas,USA,1030000000,3.41,2.41,-4.37%,"14,001,714"
962,DO,"Diamond Offshore Drilling, Inc.",Basic Materials,Oil & Gas Drilling & Exploration,USA,1630000000,-,11.88,1.28%,"2,277,173"
963,DOC,Physicians Realty Trust,Financial,REIT - Healthcare Facilities,USA,3330000000,62.49,18.31,-0.54%,"715,038"
970,DOOR,Masonite International Corporation,Industrial Goods,General Building Materials,USA,1290000000,15.59,51.65,-2.64%,"161,359"
971,DOV,Dover Corporation,Industrial Goods,Diversified Machinery,USA,13830000000,24.47,94.88,-1.86%,"800,465"
972,DOW,Dow Inc.,Basic Materials,Chemicals - Major Diversified,USA,43940000000,14.36,56.27,-1.54%,"9,179,922"
975,DPLO,"Diplomat Pharmacy, Inc.",Healthcare,Drugs - Generic,USA,420150000,-,5.70,-1.38%,"747,162"
977,DPW,"DPW Holdings, Inc.",Technology,Diversified Electronics,USA,6440000,-,0.27,0.44%,"1,251,904"
978,DPZ,"Domino's Pizza, Inc.",Services,Restaurants,USA,10150000000,29.61,247.83,0.13%,"851,520"
979,DQ,Daqo New Energy Corp.,Technology,Semiconductor Equipment & Materials,China,443790000,5.10,35.11,-4.75%,"189,896"
980,DRD,DRDGOLD Limited,Basic Materials,Gold,South Africa,137390000,-,1.94,1.04%,"22,473"
981,DRE,Duke Realty Corporation,Financial,REIT - Industrial,USA,10860000000,28.82,30.40,-0.82%,"4,279,361"
982,DRH,DiamondRock Hospitality Company,Financial,REIT - Hotel/Motel,USA,2150000000,25.45,10.79,-1.91%,"1,964,154"
